TitleID,Region,Title versions,Update versions
0004003020009D02,EUR,v10 v1027 v2051 v3077 v4096 v5121 v6144 v7184,9.0.0-20 9.3.0-21 (stage3) 9.6.0-24 9.9.0-26 10.2.0-28 10.4.0-29 10.6.0-31 10.7.0-32
000400302000C503,USA,v1024,9.0.0-20 (stage2)
000400302000C503,JPN,v1024,9.0.0-20 (stage3)
000400302000C503,EUR,v1024,9.0.0-20
000400302000D003,EUR,v0,9.0.0-20
000400DB20016102,EUR,v320 v336 v352 v368 v384 v400 v416 v432 v448 v464 v480 v496 v512 v528,9.0.0-20 9.3.0-21 (stage3) 9.5.0-22 9.5.0-23 9.6.0-24 9.7.0-25 9.9.0-26 10.0.0-27 10.2.0-28 10.4.0-29 10.5.0-30 10.6.0-31 10.7.0-32 11.0.0-33
0004013020001503,USA,v7169,9.0.0-20 (stage2)
0004013020001503,JPN,v7169,9.0.0-20 (stage3)
0004013020001503,KOR,v7169,9.7.0-25
0004013020001503,EUR,v7169,9.0.0-20
0004013020001602,USA,v9218 v10242 v11265,9.0.0-20 (stage2) 9.3.0-21 (stage2) 10.0.0-27
0004013020001602,JPN,v9218 v10242 v11265,9.0.0-20 (stage3) 9.3.0-21 (stage2) 10.0.0-27
0004013020001602,KOR,v10242 v11265,9.7.0-25 10.0.0-27
0004013020001602,EUR,v9218 v10242 v11265,9.0.0-20 9.3.0-21 (stage3) 10.0.0-27
0004013020001703,USA,v11265,9.0.0-20 (stage2)
0004013020001703,JPN,v11265,9.0.0-20 (stage3)
0004013020001703,KOR,v11265,9.7.0-25
0004013020001703,EUR,v11265,9.0.0-20
0004013020001803,USA,v7169,9.0.0-20 (stage2)
0004013020001803,JPN,v7169,9.0.0-20 (stage3)
0004013020001803,KOR,v7169,9.7.0-25
0004013020001803,EUR,v7169,9.0.0-20
0004013020001A03,USA,v6145,9.0.0-20 (stage2)
0004013020001A03,JPN,v6145,9.0.0-20 (stage3)
0004013020001A03,KOR,v6145,9.7.0-25
0004013020001A03,EUR,v6145,9.0.0-20
0004013020001B03,USA,v3073,9.0.0-20 (stage2)
0004013020001B03,JPN,v3073,9.0.0-20 (stage3)
0004013020001B03,KOR,v3073,9.7.0-25
0004013020001B03,EUR,v3073,9.0.0-20
0004013020001C02,USA,v10243 v11267 v12294,9.0.0-20 (stage2) 9.3.0-21 (stage2) 9.6.0-24
0004013020001C02,JPN,v10243 v11267 v12294,9.0.0-20 (stage3) 9.3.0-21 (stage2) 9.6.0-24
0004013020001C02,KOR,v12294,9.6.0-24
0004013020001C02,EUR,v10243 v11267 v12294,9.0.0-20 9.3.0-21 (stage3) 9.6.0-24
0004013020001C03,USA,v9217,9.0.0-20 (stage2)
0004013020001C03,JPN,v9217,9.0.0-20 (stage3)
0004013020001C03,KOR,v9217,9.7.0-25
0004013020001C03,EUR,v9217,9.0.0-20
0004013020001D03,USA,v8193,9.0.0-20 (stage2)
0004013020001D03,JPN,v8193,9.0.0-20 (stage3)
0004013020001D03,KOR,v8193,9.7.0-25
0004013020001D03,EUR,v8193,9.0.0-20
0004013020001E02,USA,v4096 v5121,9.0.0-20 (stage2) 9.3.0-21 (stage2)
0004013020001E02,JPN,v4096 v5121,9.0.0-20 (stage3) 9.3.0-21 (stage2)
0004013020001E02,KOR,v5121,9.7.0-25
0004013020001E02,EUR,v4096 v5121,9.0.0-20 9.3.0-21 (stage3)
0004013020001E03,USA,v4097,9.0.0-20 (stage2)
0004013020001E03,JPN,v4097,9.0.0-20 (stage3)
0004013020001E03,KOR,v4097,9.7.0-25
0004013020001E03,EUR,v4097,9.0.0-20
0004013020001F02,USA,v8192,9.0.0-20 (stage2)
0004013020001F02,JPN,v8192,9.0.0-20 (stage3)
0004013020001F02,KOR,v8192,9.7.0-25
0004013020001F02,EUR,v8192,9.0.0-20
0004013020001F03,USA,v9217,9.0.0-20 (stage2)
0004013020001F03,JPN,v9217,9.0.0-20 (stage3)
0004013020001F03,KOR,v9217,9.7.0-25
0004013020001F03,EUR,v9217,9.0.0-20
0004013020002103,USA,v3073,9.0.0-20 (stage2)
0004013020002103,JPN,v3073,9.0.0-20 (stage3)
0004013020002103,KOR,v3073,9.7.0-25
0004013020002103,EUR,v3073,9.0.0-20
0004013020002202,USA,v10240 v11264,9.0.0-20 (stage2) 9.6.0-24
0004013020002202,JPN,v10240 v11264,9.0.0-20 (stage3) 9.6.0-24
0004013020002202,KOR,v11264,9.6.0-24
0004013020002202,EUR,v10240 v11264,9.0.0-20 9.6.0-24
0004013020002203,USA,v10241,9.0.0-20 (stage2)
0004013020002203,JPN,v10241,9.0.0-20 (stage3)
0004013020002203,KOR,v10241,9.7.0-25
0004013020002203,EUR,v10241,9.0.0-20
0004013020002302,USA,v4096,9.0.0-20 (stage2)
0004013020002302,JPN,v4096,9.0.0-20 (stage3)
0004013020002302,KOR,v4096,9.7.0-25
0004013020002302,EUR,v4096,9.0.0-20
0004013020002303,USA,v4097,9.0.0-20 (stage2)
0004013020002303,JPN,v4097,9.0.0-20 (stage3)
0004013020002303,KOR,v4097,9.7.0-25
0004013020002303,EUR,v4097,9.0.0-20
0004013020002403,USA,v8193,9.0.0-20 (stage2)
0004013020002403,JPN,v8193,9.0.0-20 (stage3)
0004013020002403,KOR,v8193,9.7.0-25
0004013020002403,EUR,v8193,9.0.0-20
0004013020002703,USA,v5121,9.0.0-20 (stage2)
0004013020002703,JPN,v5121,9.0.0-20 (stage3)
0004013020002703,KOR,v5121,9.7.0-25
0004013020002703,EUR,v5121,9.0.0-20
0004013020002903,USA,v10241,9.0.0-20 (stage2)
0004013020002903,JPN,v10241,9.0.0-20 (stage3)
0004013020002903,KOR,v10241,9.7.0-25
0004013020002903,EUR,v10241,9.0.0-20
0004013020002C03,USA,v9217,9.0.0-20 (stage2)
0004013020002C03,JPN,v9217,9.0.0-20 (stage3)
0004013020002C03,KOR,v9217,9.7.0-25
0004013020002C03,EUR,v9217,9.0.0-20
0004013020002D03,USA,v10241,9.0.0-20 (stage2)
0004013020002D03,JPN,v10241,9.0.0-20 (stage3)
0004013020002D03,KOR,v10241,9.7.0-25
0004013020002D03,EUR,v10241,9.0.0-20
0004013020002E03,USA,v7169,9.0.0-20 (stage2)
0004013020002E03,JPN,v7169,9.0.0-20 (stage3)
0004013020002E03,KOR,v7169,9.7.0-25
0004013020002E03,EUR,v7169,9.0.0-20
0004013020002F03,USA,v7169,9.0.0-20 (stage2)
0004013020002F03,JPN,v7169,9.0.0-20 (stage3)
0004013020002F03,KOR,v7169,9.7.0-25
0004013020002F03,EUR,v7169,9.0.0-20
0004013020003103,USA,v5121,9.0.0-20 (stage2)
0004013020003103,JPN,v5121,9.0.0-20 (stage3)
0004013020003103,KOR,v5121,9.7.0-25
0004013020003103,EUR,v5121,9.0.0-20
0004013020003203,USA,v8193,9.0.0-20 (stage2)
0004013020003203,JPN,v8193,9.0.0-20 (stage3)
0004013020003203,KOR,v8193,9.7.0-25
0004013020003203,EUR,v8193,9.0.0-20
0004013020003303,USA,v7169,9.0.0-20 (stage2)
0004013020003303,JPN,v7169,9.0.0-20 (stage3)
0004013020003303,KOR,v7169,9.7.0-25
0004013020003303,EUR,v7169,9.0.0-20
0004013020004002,USA,v1024 v2053 v3073 v4102 v6145 v7168,9.0.0-20 (stage2) 9.3.0-21 (stage2) 9.5.0-22 9.6.0-24 10.0.0-27 10.6.0-31
0004013020004002,JPN,v1024 v2053 v3073 v4102 v6145 v7168,9.0.0-20 (stage3) 9.3.0-21 (stage2) 9.5.0-22 9.6.0-24 10.0.0-27 10.6.0-31
0004013020004002,KOR,v4102 v6145 v7168,9.6.0-24 10.0.0-27 10.6.0-31
0004013020004002,EUR,v1024 v2053 v3073 v4102 v6145 v7168,9.0.0-20 9.3.0-21 (stage3) 9.5.0-22 9.6.0-24 10.0.0-27 10.6.0-31
0004013020004102,USA,v1024,9.0.0-20 (stage2)
0004013020004102,JPN,v1024,9.0.0-20 (stage3)
0004013020004102,KOR,v1024,9.7.0-25
0004013020004102,EUR,v1024,9.0.0-20
0004013020004202,USA,v1025 v2052,9.0.0-20 (stage2) 9.3.0-21 (stage2)
0004013020004202,JPN,v1025 v2052,9.0.0-20 (stage3) 9.3.0-21 (stage2)
0004013020004202,KOR,v2052,9.7.0-25
0004013020004202,EUR,v1025 v2052,9.0.0-20 9.3.0-21 (stage3)
0004013020008003,USA,v13313,9.0.0-20 (stage2)
0004013020008003,JPN,v13313,9.0.0-20 (stage3)
0004013020008003,KOR,v13313,9.7.0-25
0004013020008003,EUR,v13313,9.0.0-20
0004013820000002,USA,v17120 v18182 v19218 v20262 v21288 v22313 v23341 v24368,9.0.0-20 (stage2) 9.3.0-21 (stage2) 9.5.0-22 9.6.0-24 10.0.0-27 10.2.0-28 10.4.0-29 11.0.0-33
0004013820000002,JPN,v17120 v18182 v19218 v20262 v21288 v22313 v23341 v24368,9.0.0-20 (stage3) 9.3.0-21 (stage2) 9.5.0-22 9.6.0-24 10.0.0-27 10.2.0-28 10.4.0-29 11.0.0-33
0004013820000002,KOR,v20262 v21288 v22313 v23341 v24368,9.6.0-24 10.0.0-27 10.2.0-28 10.4.0-29 11.0.0-33
0004013820000002,EUR,v17120 v18182 v19218 v20262 v21288 v22313 v23341 v24368,9.0.0-20 9.3.0-21 (stage3) 9.5.0-22 9.6.0-24 10.0.0-27 10.2.0-28 10.4.0-29 11.0.0-33
0004013820000003,USA,v16081,9.0.0-20 (stage2)
0004013820000003,JPN,v16081,9.0.0-20 (stage3)
0004013820000003,KOR,v16081,9.7.0-25
0004013820000003,EUR,v16081,9.0.0-20
0004013820000102,USA,v9936,9.0.0-20 (stage2)
0004013820000102,JPN,v9936,9.0.0-20 (stage3)
0004013820000102,KOR,v9936,9.7.0-25
0004013820000102,EUR,v9936,9.0.0-20
0004013820000202,USA,v4816,9.0.0-20 (stage2)
0004013820000202,JPN,v4816,9.0.0-20 (stage3)
0004013820000202,KOR,v4816,9.7.0-25
0004013820000202,EUR,v4816,9.0.0-20
0004003000008302,JPN,v6,9.0.0-20 (stage3)
0004001020021300,USA,v1,9.0.0-20 (stage2)
0004001020021D00,USA,v2049,9.0.0-20 (stage2)
0004001020024100,USA,v5,9.0.0-20 (stage2)
000400102002CF00,USA,v1 v18 v33,9.0.0-20 (stage2) 9.3.0-21 (stage2) 9.6.0-24
000400102002D100,USA,v0 v16,9.0.0-20 (stage2) 9.3.0-21 (stage2)
000400102002D300,USA,v0,9.0.0-20 (stage2)
000400102002D500,USA,v2,9.0.0-20 (stage2)
0004003020009402,USA,v10 v1027 v2051 v3077 v4096 v5121 v6144 v7184,9.0.0-20 (stage2) 9.3.0-21 (stage2) 9.6.0-24 9.9.0-26 10.2.0-28 10.4.0-29 10.6.0-31 10.7.0-32
000400302000C803,USA,v0,9.0.0-20 (stage2)
000400DB20016302,USA,v320 v336 v352 v368 v384 v400 v416 v432 v448 v464 v480 v496 v512 v528,9.0.0-20 (stage2) 9.3.0-21 (stage2) 9.5.0-22 9.5.0-23 9.6.0-24 9.7.0-25 9.9.0-26 10.0.0-27 10.2.0-28 10.4.0-29 10.5.0-30 10.6.0-31 10.7.0-32 11.0.0-33
0004001020020300,JPN,v2 v17,9.0.0-20 (stage3) 9.3.0-21 (stage2)
0004001020020D00,JPN,v2050,9.0.0-20 (stage3)
0004001020023100,JPN,v1024,9.0.0-20 (stage3)
000400102002C800,JPN,v18 v34 v50,9.0.0-20 (stage3) 9.3.0-21 (stage2) 9.6.0-24
000400102002C900,JPN,v1,9.0.0-20 (stage3)
000400102002CB00,JPN,v1,9.0.0-20 (stage3)
0004003020008802,JPN,v10 v1027 v2051 v3077 v4096 v5121 v6144 v7184,9.0.0-20 (stage3) 9.3.0-21 (stage2) 9.6.0-24 9.9.0-26 10.2.0-28 10.4.0-29 10.6.0-31 10.7.0-32
000400302000C003,JPN,v1024,9.0.0-20 (stage3)
000400DB20016202,JPN,v320 v336 v352 v368 v384 v400 v416 v432 v448 v464 v480 v496 v512 v528,9.0.0-20 (stage3) 9.3.0-21 (stage2) 9.5.0-22 9.5.0-23 9.6.0-24 9.7.0-25 9.9.0-26 10.0.0-27 10.2.0-28 10.4.0-29 10.5.0-30 10.6.0-31 10.7.0-32 11.0.0-33
0004003000009E02,USA,v7 v1031,9.3.0-21 (stage2) 9.6.0-24
000400300000B902,EUR,v7 v1031,9.3.0-21 (stage3) 9.6.0-24
0004003000009502,JPN,v7 v1031,9.3.0-21 (stage2) 9.6.0-24
0004003000008C02,KOR,v1031,9.6.0-24
0004001020027300,KOR,v2,9.6.0-24
0004001020027D00,KOR,v2049,9.6.0-24
000400102002D700,KOR,v2,9.6.0-24
000400102002D800,KOR,v2,9.6.0-24
000400102002D900,KOR,v2,9.6.0-24
000400102002DA00,KOR,v1,9.6.0-24
000400302000AE02,KOR,v2051 v3077 v4096 v5121 v6144 v7184,9.6.0-24 9.9.0-26 10.2.0-28 10.4.0-29 10.6.0-31 10.7.0-32
000400302000CF03,KOR,v1,9.6.0-24
000400302000DE03,KOR,v1,9.6.0-24
000400DB20016502,KOR,v320 v336 v352 v368 v384 v400 v416 v432 v448 v464,9.6.0-24 9.7.0-25 9.9.0-26 10.0.0-27 10.2.0-28 10.4.0-29 10.5.0-30 10.6.0-31 10.7.0-32 11.0.0-33
