TitleID,Region,Title versions,Update versions
0004001B00010802,EUR,v1024 v2048 v3072,9.5.0-23 10.5.0-30 11.0.0-33
000400100002C000,USA,v2051 v3072,9.0.0-20 (stage2) 9.3.0-21 (stage2)
0004001B00018002,USA,v3078 v4096 v5120,9.0.0-20 (stage2) 9.3.0-21 (stage2) 9.6.0-24
0004001B00018002,JPN,v3078 v4096 v5120,9.0.0-20 (stage3) 9.3.0-21 (stage2) 9.6.0-24
0004001B00018002,EUR,v3078 v4096 v5120,9.0.0-20 9.3.0-21 (stage3) 9.6.0-24
0004001B00018102,USA,v1025,9.0.0-20 (stage2)
0004001B00018102,JPN,v1025,9.0.0-20 (stage3)
0004001B00018102,EUR,v1025,9.0.0-20
0004001B00018202,USA,v2050,9.0.0-20 (stage2)
0004001B00018202,JPN,v2050,9.0.0-20 (stage3)
0004001B00018202,EUR,v2050,9.0.0-20
000400300000BD02,USA,v2048 v3072 v4096,9.0.0-20 (stage2) 9.3.0-21 (stage2) 9.6.0-24
000400300000F602,USA,v2050 v3072,9.0.0-20 (stage2) 9.3.0-21 (stage2)
000400300000F602,JPN,v2050 v3072,9.0.0-20 (stage3) 9.3.0-21 (stage2)
000400300000F602,EUR,v2050 v3072,9.0.0-20 9.3.0-21 (stage3)
0004013000003802,CHN,v6144 v7168 v8198,9.0.0-20 9.3.0-21 (stage2) 9.6.0-24
0004013000003802,USA,v6144 v7168 v8198,9.0.0-20 (stage2) 9.3.0-21 (stage2) 9.6.0-24
0004013000003802,JPN,v6144 v7168 v8198,9.0.0-20 (stage3) 9.3.0-21 (stage2) 9.6.0-24
0004013000003802,KOR,v7168 v8198,9.3.0-21 (stage1) 9.6.0-24
0004013000003802,EUR,v6144 v7168 v8198,9.0.0-20 9.3.0-21 (stage3) 9.6.0-24
0004013000003802,TWN,v6144 v7168,9.0.0-20 9.3.0-21 (stage1)
000400100002C100,EUR,v2051 v3072,9.0.0-20 9.3.0-21 (stage3)
000400300000BE02,EUR,v2048 v3072 v4096,9.0.0-20 9.3.0-21 (stage3) 9.6.0-24
000400100002BF00,JPN,v2051 v3072,9.0.0-20 (stage3) 9.3.0-21 (stage2)
000400300000BC02,JPN,v2051 v3072 v4096,9.0.0-20 (stage3) 9.3.0-21 (stage2) 9.6.0-24
000400102002CA00,JPN,v0 v1,10-02-14 JPN 9.1.0-20J
0004003000008B02,USA,v6,9.0.0-20 (stage2)
0004001020022300,EUR,v1,9.0.0-20
0004001020022D00,EUR,v2049,9.0.0-20
0004001020025100,EUR,v4,9.0.0-20
000400102002D000,EUR,v1 v17 v34,9.0.0-20 9.3.0-21 (stage3) 9.6.0-24
000400102002D200,EUR,v1,9.0.0-20
000400102002D400,EUR,v2,9.0.0-20
000400102002D600,EUR,v2,9.0.0-20
000400300000BA02,EUR,v6,9.0.0-20
0004003020008A03,USA,v7169,9.0.0-20 (stage2)
0004003020008A03,JPN,v7169,9.0.0-20 (stage3)
0004003020008A03,KOR,v7169,9.7.0-25
0004003020008A03,EUR,v7169,9.0.0-20
